t,plant,axis,water_content,SRWC,water_potential
536,1,MS,76.30022590,76.30022590,-0.04096146
537,1,MS,76.28344092,76.28344092,-0.04099785
538,1,MS,76.26669609,76.26669609,-0.04103419
539,1,MS,76.24997317,76.24997317,-0.04107051
540,1,MS,76.23318528,76.23318528,-0.04110700
541,1,MS,76.21640944,76.21640944,-0.04114350
542,1,MS,76.19963541,76.19963541,-0.04118003
543,1,MS,76.18285004,76.18285004,-0.04121661
544,1,MS,76.16601114,76.16601114,-0.04125335
545,1,MS,76.14915521,76.14915521,-0.04129015
546,1,MS,76.13225201,76.13225201,-0.04132709
547,1,MS,76.11459721,76.11459721,-0.04136571
548,1,MS,76.06495720,76.06495720,-0.04147449
549,1,MS,75.99865386,75.99865386,-0.04162022
550,1,MS,75.87532038,75.87532038,-0.04189268
551,1,MS,75.71391610,75.71391610,-0.04225193
552,1,MS,75.53501642,75.53501642,-0.04265373
553,1,MS,75.32345287,75.32345287,-0.04313382
554,1,MS,75.06864403,75.06864403,-0.04371922
555,1,MS,74.86130680,74.86130680,-0.04420142
556,1,MS,74.68380368,74.68380368,-0.04461846
557,1,MS,74.54851259,74.54851259,-0.04493896
558,1,MS,74.47862490,74.47862490,-0.04510542
559,1,MS,74.43704295,74.43704295,-0.04520476
560,1,MS,74.41185302,74.41185302,-0.04526504
561,1,MS,74.39453304,74.39453304,-0.04530654
562,1,MS,74.37725010,74.37725010,-0.04534798
563,1,MS,74.35995744,74.35995744,-0.04538949
564,1,MS,74.34260193,74.34260193,-0.04543118
565,1,MS,74.32525200,74.32525200,-0.04547290
566,1,MS,74.30789025,74.30789025,-0.04551469
567,1,MS,74.29051425,74.29051425,-0.04555655
568,1,MS,74.27312481,74.27312481,-0.04559848
569,1,MS,74.25567896,74.25567896,-0.04564058
570,1,MS,74.23821401,74.23821401,-0.04568278
571,1,MS,74.21998328,74.21998328,-0.04572686
572,1,MS,74.16908130,74.16908130,-0.04585016
573,1,MS,74.10125719,74.10125719,-0.04601498
574,1,MS,73.97544157,73.97544157,-0.04632228
575,1,MS,73.81095419,73.81095419,-0.04672715
576,1,MS,73.62867754,73.62867754,-0.04717993
577,1,MS,73.41358973,73.41358973,-0.04771986
578,1,MS,73.15320544,73.15320544,-0.04838177
579,1,MS,72.94097196,72.94097196,-0.04892807
580,1,MS,72.75947283,72.75947283,-0.04940014
581,1,MS,72.61788135,72.61788135,-0.04977158
582,1,MS,72.54505822,72.54505822,-0.04996370
583,1,MS,72.50196609,72.50196609,-0.05007774
584,1,MS,72.47600048,72.47600048,-0.05014658
585,1,MS,72.45818802,72.45818802,-0.05019386
586,1,MS,72.44215132,72.44215132,-0.05023646
587,1,MS,72.42427234,72.42427234,-0.05028400
588,1,MS,72.40637909,72.40637909,-0.05033162
589,1,MS,72.38847500,72.38847500,-0.05037932
590,1,MS,72.37052402,72.37052402,-0.05042719
591,1,MS,72.35255678,72.35255678,-0.05047514
592,1,MS,72.33457541,72.33457541,-0.05052318
593,1,MS,72.31657016,72.31657016,-0.05057133
594,1,MS,72.29854522,72.29854522,-0.05061958
595,1,MS,72.27971839,72.27971839,-0.05067002
596,1,MS,72.22671303,72.22671303,-0.05081231
597,1,MS,72.15595811,72.15595811,-0.05100287
598,1,MS,72.02395232,72.02395232,-0.05136031
599,1,MS,71.85087355,71.85087355,-0.05183275
600,1,MS,71.65893700,71.65893700,-0.05236176
601,1,MS,71.43155715,71.43155715,-0.05299544
602,1,MS,71.15723641,71.15723641,-0.05377016
603,1,MS,70.93398108,70.93398108,-0.05440902
604,1,MS,70.74322807,70.74322807,-0.05496088
605,1,MS,70.59827704,70.59827704,-0.05538397
606,1,MS,70.52349619,70.52349619,-0.05560352
607,1,MS,70.47907717,70.47907717,-0.05573434
608,1,MS,70.45211486,70.45211486,-0.05581389
609,1,MS,70.43363053,70.43363053,-0.05586850
610,1,MS,70.41512251,70.41512251,-0.05592323
611,1,MS,70.39659212,70.39659212,-0.05597808
612,1,MS,70.37804058,70.37804058,-0.05603305
613,1,MS,70.35946655,70.35946655,-0.05608814
614,1,MS,70.34086653,70.34086653,-0.05614336
615,1,MS,70.32222469,70.32222469,-0.05619875
616,1,MS,70.30356355,70.30356355,-0.05625426
617,1,MS,70.28488500,70.28488500,-0.05630988
618,1,MS,70.26618445,70.26618445,-0.05636562
619,1,MS,70.24666505,70.24666505,-0.05642386
620,1,MS,70.19222457,70.19222457,-0.05658660
621,1,MS,70.11965527,70.11965527,-0.05680427
622,1,MS,69.98480307,69.98480307,-0.05721097
623,1,MS,69.80823934,69.80823934,-0.05774788
624,1,MS,69.61237569,69.61237569,-0.05834938
625,1,MS,69.38095098,69.38095098,-0.05906817
626,1,MS,69.10197045,69.10197045,-0.05994644
627,1,MS,68.87481284,68.87481284,-0.06067120
628,1,MS,68.68062025,68.68062025,-0.06129773
629,1,MS,68.53262196,68.53262196,-0.06177956
630,1,MS,68.45604304,68.45604304,-0.06203036
631,1,MS,68.41033474,68.41033474,-0.06218054
632,1,MS,68.38237428,68.38237428,-0.06227259
633,1,MS,68.36321315,68.36321315,-0.06233575
634,1,MS,68.34402305,68.34402305,-0.06239906
635,1,MS,68.32480847,68.32480847,-0.06246253
636,1,MS,68.30556107,68.30556107,-0.06252616
637,1,MS,68.28628748,68.28628748,-0.06258995
638,1,MS,68.26698889,68.26698889,-0.06265389
639,1,MS,68.24767058,68.24767058,-0.06271795
640,1,MS,68.22832886,68.22832886,-0.06278216
641,1,MS,68.20896265,68.20896265,-0.06284652
642,1,MS,68.18957019,68.18957019,-0.06291103
643,1,MS,68.16932992,68.16932992,-0.06297843
644,1,MS,68.11332984,68.11332984,-0.06316529
645,1,MS,68.03888764,68.03888764,-0.06341455
646,1,MS,67.90111157,67.90111157,-0.06387846
647,1,MS,67.72102937,67.72102937,-0.06448995
648,1,MS,67.52156216,67.52156216,-0.06517410
649,1,MS,67.28623324,67.28623324,-0.06599058
650,1,MS,67.00245429,67.00245429,-0.06698879
651,1,MS,66.77116968,66.77116968,-0.06781350
652,1,MS,66.57369574,66.57369574,-0.06852567
653,1,MS,66.42304018,66.42304018,-0.06907403
654,1,MS,66.34492670,66.34492670,-0.06936007
655,1,MS,66.29821170,66.29821170,-0.06953170
656,1,MS,66.26958026,66.26958026,-0.06963710
657,1,MS,66.25002603,66.25002603,-0.06970918
658,1,MS,66.23048522,66.23048522,-0.06978128
659,1,MS,66.21096720,66.21096720,-0.06985338
660,1,MS,66.19147447,66.19147447,-0.06992545
661,1,MS,66.17200963,66.17200963,-0.06999750
662,1,MS,66.15257024,66.15257024,-0.07006952
663,1,MS,66.13316145,66.13316145,-0.07014150
664,1,MS,66.11378072,66.11378072,-0.07021346
665,1,MS,66.09444330,66.09444330,-0.07028533
666,1,MS,66.07515730,66.07515730,-0.07035708
667,1,MS,66.05506931,66.05506931,-0.07043189
668,1,MS,65.99917209,65.99917209,-0.07064048
669,1,MS,65.92485846,65.92485846,-0.07091875
670,1,MS,65.78726604,65.78726604,-0.07143687
671,1,MS,65.60763776,65.60763776,-0.07211898
672,1,MS,65.40873808,65.40873808,-0.07288187
673,1,MS,65.17402796,65.17402796,-0.07379250
674,1,MS,64.89152312,64.89152312,-0.07490367
675,1,MS,64.66229586,64.66229586,-0.07581757
676,1,MS,64.46604286,64.46604286,-0.07660886
677,1,MS,64.31648821,64.31648821,-0.07721740
678,1,MS,64.23933069,64.23933069,-0.07753324
679,1,MS,64.19353114,64.19353114,-0.07772133
680,1,MS,64.16581380,64.16581380,-0.07783539
681,1,MS,64.14692086,64.14692086,-0.07791322
682,1,MS,64.12805586,64.12805586,-0.07799102
683,1,MS,64.10922384,64.10922384,-0.07806876
684,1,MS,64.09042364,64.09042364,-0.07814645
685,1,MS,64.07165958,64.07165958,-0.07822406
686,1,MS,64.05292760,64.05292760,-0.07830162
687,1,MS,64.03421708,64.03421708,-0.07837917
688,1,MS,64.01555354,64.01555354,-0.07845660
689,1,MS,63.99689108,63.99689108,-0.07853410
690,1,MS,63.97825039,63.97825039,-0.07861159
691,1,MS,63.95878051,63.95878051,-0.07869260
692,1,MS,63.90317988,63.90317988,-0.07892442
693,1,MS,63.82812835,63.82812835,-0.07923841
694,1,MS,63.68766618,63.68766618,-0.07982943
695,1,MS,63.50367042,63.50367042,-0.08061030
696,1,MS,63.29970534,63.29970534,-0.08148485
697,1,MS,63.05734745,63.05734745,-0.08253636
698,1,MS,62.76526534,62.76526534,-0.08382166
699,1,MS,62.52799160,62.52799160,-0.08488049
700,1,MS,62.32561063,62.32561063,-0.08579417
701,1,MS,62.17192857,62.17192857,-0.08649456
702,1,MS,62.09309331,62.09309331,-0.08685606
703,1,MS,62.04681281,62.04681281,-0.08706899
704,1,MS,62.01926018,62.01926018,-0.08719600
705,1,MS,62.00044131,62.00044131,-0.08728285
706,1,MS,61.98161394,61.98161394,-0.08736983
707,1,MS,61.96279340,61.96279340,-0.08745687
708,1,MS,61.94396240,61.94396240,-0.08754404
709,1,MS,61.92511005,61.92511005,-0.08763140
710,1,MS,61.90625162,61.90625162,-0.08771887
711,1,MS,61.88739028,61.88739028,-0.08780645
712,1,MS,61.86852345,61.86852345,-0.08789413
713,1,MS,61.84965721,61.84965721,-0.08798190
714,1,MS,61.83078610,61.83078610,-0.08806979
715,1,MS,61.81105638,61.81105638,-0.08816176
716,1,MS,61.75440238,61.75440238,-0.08842640
717,1,MS,61.67850292,61.67850292,-0.08878218
718,1,MS,61.53674223,61.53674223,-0.08945053
719,1,MS,61.35121675,61.35121675,-0.09033282
720,1,MS,61.14579089,61.14579089,-0.09131991
721,1,MS,60.90272327,60.90272327,-0.09250181
722,1,MS,60.60954729,60.60954729,-0.09394772
723,1,MS,60.37199681,60.37199681,-0.09513586
724,1,MS,60.16893077,60.16893077,-0.09616342
725,1,MS,60.01448482,60.01448482,-0.09695238
726,1,MS,59.93531172,59.93531172,-0.09735933
727,1,MS,59.88864499,59.88864499,-0.09759999
728,1,MS,59.86085185,59.86085185,-0.09774361
729,1,MS,59.84191056,59.84191056,-0.09784160
730,1,MS,59.82298121,59.82298121,-0.09793964
731,1,MS,59.80406538,59.80406538,-0.09803770
732,1,MS,59.78516099,59.78516099,-0.09813580
733,1,MS,59.76627125,59.76627125,-0.09823392
734,1,MS,59.74739354,59.74739354,-0.09833207
735,1,MS,59.72853173,59.72853173,-0.09843025
736,1,MS,59.70968165,59.70968165,-0.09852846
737,1,MS,59.69084408,59.69084408,-0.09862670
738,1,MS,59.67202165,59.67202165,-0.09872496
739,1,MS,59.65236907,59.65236907,-0.09882766
740,1,MS,59.59623375,59.59623375,-0.09912159
741,1,MS,59.52105634,59.52105634,-0.09951660
742,1,MS,59.38098315,59.38098315,-0.10025681
743,1,MS,59.19797142,59.19797142,-0.10123223
744,1,MS,58.99538198,58.99538198,-0.10232306
745,1,MS,58.75554096,58.75554096,-0.10362967
746,1,MS,58.46649029,58.46649029,-0.10522656
747,1,MS,58.23258591,58.23258591,-0.10653679
748,1,MS,58.03270451,58.03270451,-0.10766935
749,1,MS,57.88027296,57.88027296,-0.10854114
750,1,MS,57.80205559,57.80205559,-0.10899122
751,1,MS,57.75595660,57.75595660,-0.10925735
752,1,MS,57.72851871,57.72851871,-0.10941607
753,1,MS,57.70981873,57.70981873,-0.10952437
754,1,MS,57.69113326,57.69113326,-0.10963269
755,1,MS,57.67246252,57.67246252,-0.10974103
756,1,MS,57.65380124,57.65380124,-0.10984943
757,1,MS,57.63515221,57.63515221,-0.10995786
758,1,MS,57.61651710,57.61651710,-0.11006632
759,1,MS,57.59789215,57.59789215,-0.11017483
760,1,MS,57.57927722,57.57927722,-0.11028338
761,1,MS,57.56065890,57.56065890,-0.11039207
762,1,MS,57.54011663,57.54011663,-0.11051210
763,1,MS,57.51606699,57.51606699,-0.11065280
764,1,MS,57.45079243,57.45079243,-0.11103558
765,1,MS,57.36600097,57.36600097,-0.11153479
766,1,MS,57.21578124,57.21578124,-0.11242472
767,1,MS,57.02296382,57.02296382,-0.11357742
768,1,MS,56.81095933,56.81095933,-0.11485847
769,1,MS,56.56209216,56.56209216,-0.11638072
770,1,MS,56.26434945,56.26434945,-0.11822846
771,1,MS,56.02288183,56.02288183,-0.11974848
772,1,MS,55.81342546,55.81342546,-0.12108281
773,1,MS,55.65101623,55.65101623,-0.12212766
774,1,MS,55.56305539,55.56305539,-0.12269731
775,1,MS,55.50863345,55.50863345,-0.12305108
776,1,MS,55.47441455,55.47441455,-0.12327405
777,1,MS,55.45113704,55.45113704,-0.12342595
778,1,MS,55.42784961,55.42784961,-0.12357810
779,1,MS,55.40456037,55.40456037,-0.12373046
780,1,MS,55.38127222,55.38127222,-0.12388300
781,1,MS,55.35798584,55.35798584,-0.12403571
782,1,MS,55.33469612,55.33469612,-0.12418863
783,1,MS,55.31140328,55.31140328,-0.12434176
784,1,MS,55.28810769,55.28810769,-0.12449510
785,1,MS,55.26480540,55.26480540,-0.12464867
786,1,MS,55.24150482,55.24150482,-0.12480242
787,1,MS,55.21727718,55.21727718,-0.12496249
788,1,MS,55.15203433,55.15203433,-0.12539456
789,1,MS,55.06677791,55.06677791,-0.12596142
790,1,MS,54.91579226,54.91579226,-0.12697161
791,1,MS,54.72192067,54.72192067,-0.12828061
792,1,MS,54.50912443,54.50912443,-0.12973294
793,1,MS,54.25881006,54.25881006,-0.13146239
794,1,MS,53.96030532,53.96030532,-0.13355495
795,1,MS,53.71767793,53.71767793,-0.13528032
796,1,MS,53.50791787,53.50791787,-0.13678992
797,1,MS,53.34535442,53.34535442,-0.13797143
798,1,MS,53.25716651,53.25716651,-0.13861665
799,1,MS,53.20258127,53.20258127,-0.13901752
800,1,MS,53.16829226,53.16829226,-0.13926994
801,1,MS,53.14501691,53.14501691,-0.13944153
802,1,MS,53.12174744,53.12174744,-0.13961330
803,1,MS,53.09847275,53.09847275,-0.13978532
804,1,MS,53.07520056,53.07520056,-0.13995753
805,1,MS,53.05192399,53.05192399,-0.14012998
806,1,MS,53.02864531,53.02864531,-0.14030266
807,1,MS,53.00536792,53.00536792,-0.14047555
808,1,MS,52.98208846,52.98208846,-0.14064866
809,1,MS,52.95881058,52.95881058,-0.14082198
810,1,MS,52.93553093,52.93553093,-0.14099552
811,1,MS,52.91129840,52.91129840,-0.14117640
812,1,MS,52.84524283,52.84524283,-0.14167062
813,1,MS,52.75833823,52.75833823,-0.14232347
814,1,MS,52.60287344,52.60287344,-0.14349888
815,1,MS,52.40263923,52.40263923,-0.14502708
816,1,MS,52.18242559,52.18242559,-0.14672657
817,1,MS,51.92137642,51.92137642,-0.14876702
818,1,MS,51.60965299,51.60965299,-0.15124076
819,1,MS,51.35804229,51.35804229,-0.15326743
820,1,MS,51.14117740,51.14117740,-0.15503601
821,1,MS,50.97356274,50.97356274,-0.15641692
822,1,MS,50.88360631,50.88360631,-0.15716310
823,1,MS,50.82837467,50.82837467,-0.15762300
824,1,MS,50.79407324,50.79407324,-0.15790930
825,1,MS,50.77075493,50.77075493,-0.15810422
826,1,MS,50.74742243,50.74742243,-0.15829950
827,1,MS,50.72409093,50.72409093,-0.15849502
828,1,MS,50.70076469,50.70076469,-0.15869073
829,1,MS,50.67743199,50.67743199,-0.15888674
830,1,MS,50.65410199,50.65410199,-0.15908297
831,1,MS,50.63077523,50.63077523,-0.15927941
832,1,MS,50.60744853,50.60744853,-0.15947610
833,1,MS,50.58412087,50.58412087,-0.15967304
834,1,MS,50.56078618,50.56078618,-0.15987028
835,1,MS,50.53648638,50.53648638,-0.16007593
836,1,MS,50.46986199,50.46986199,-0.16064115
837,1,MS,50.38246194,50.38246194,-0.16138565
838,1,MS,50.22578929,50.22578929,-0.16272889
839,1,MS,50.02427219,50.02427219,-0.16447305
840,1,MS,49.80300885,49.80300885,-0.16640965
841,1,MS,49.54138030,49.54138030,-0.16872899
842,1,MS,49.22973020,49.22973020,-0.17153400
843,1,MS,48.97912402,48.97912402,-0.17382337
844,1,MS,48.76196226,48.76196226,-0.17583192
845,1,MS,48.59377991,48.59377991,-0.17740338
846,1,MS,48.50395029,48.50395029,-0.17824847
847,1,MS,48.44855012,48.44855012,-0.17877167
848,1,MS,48.41422498,48.41422498,-0.17909661
849,1,MS,48.39086221,48.39086221,-0.17931811
850,1,MS,48.36752984,48.36752984,-0.17953959
851,1,MS,48.34419828,48.34419828,-0.17976134
852,1,MS,48.32087218,48.32087218,-0.17998331
853,1,MS,48.29755016,48.29755016,-0.18020552
854,1,MS,48.27422972,48.27422972,-0.18042799
855,1,MS,48.25091181,48.25091181,-0.18065071
856,1,MS,48.22759863,48.22759863,-0.18087365
857,1,MS,48.20429034,48.20429034,-0.18109683
858,1,MS,48.18098888,48.18098888,-0.18132021
859,1,MS,48.15673063,48.15673063,-0.18155306
860,1,MS,48.09021303,48.09021303,-0.18219309
861,1,MS,48.00291080,48.00291080,-0.18303652
862,1,MS,47.84631546,47.84631546,-0.18455921
863,1,MS,47.64471999,47.64471999,-0.18653812
864,1,MS,47.42364692,47.42364692,-0.18873263
865,1,MS,47.16298539,47.16298539,-0.19135331
866,1,MS,46.85190382,46.85190382,-0.19452858
867,1,MS,46.60226070,46.60226070,-0.19711481
868,1,MS,46.38611454,46.38611454,-0.19938177
869,1,MS,46.21892827,46.21892827,-0.20115311
870,1,MS,46.12926618,46.12926618,-0.20210955
871,1,MS,46.07423303,46.07423303,-0.20269885
872,1,MS,46.04009844,46.04009844,-0.20306523
873,1,MS,46.01689161,46.01689161,-0.20331469
874,1,MS,45.99369996,45.99369996,-0.20356430
875,1,MS,45.97052154,45.97052154,-0.20381407
876,1,MS,45.94735505,45.94735505,-0.20406402
877,1,MS,45.92419902,45.92419902,-0.20431416
878,1,MS,45.90105468,45.90105468,-0.20456449
879,1,MS,45.87792531,45.87792531,-0.20481496
880,1,MS,45.85480528,45.85480528,-0.20506563
881,1,MS,45.83170097,45.83170097,-0.20531644
882,1,MS,45.80860843,45.80860843,-0.20556743
883,1,MS,45.78457621,45.78457621,-0.20582895
884,1,MS,45.71864601,45.71864601,-0.20654814
885,1,MS,45.63213613,45.63213613,-0.20749563
886,1,MS,45.47684787,45.47684787,-0.20920732
887,1,MS,45.27731021,45.27731021,-0.21142750
888,1,MS,45.05865816,45.05865816,-0.21388742
889,1,MS,44.80102209,44.80102209,-0.21682268
890,1,MS,44.49392978,44.49392978,-0.22037408
891,1,MS,44.24776659,44.24776659,-0.22326281
892,1,MS,44.03424356,44.03424356,-0.22579915
893,1,MS,43.86930405,43.86930405,-0.22777810
894,1,MS,43.78085145,43.78085145,-0.22884650
895,1,MS,43.72651512,43.72651512,-0.22950530
896,1,MS,43.69281478,43.69281478,-0.22991484
897,1,MS,43.66991185,43.66991185,-0.23019359
898,1,MS,43.64702931,43.64702931,-0.23047243
899,1,MS,43.62416581,43.62416581,-0.23075138
900,1,MS,43.60131669,43.60131669,-0.23103048
901,1,MS,43.57848759,43.57848759,-0.23130968
902,1,MS,43.55567462,43.55567462,-0.23158902
903,1,MS,43.53287951,43.53287951,-0.23186847
904,1,MS,43.51009932,43.51009932,-0.23214808
905,1,MS,43.48733632,43.48733632,-0.23242782
906,1,MS,43.46459126,43.46459126,-0.23270767
907,1,MS,43.44092271,43.44092271,-0.23299924
908,1,MS,43.37591015,43.37591015,-0.23380201
909,1,MS,43.29065351,43.29065351,-0.23485895
910,1,MS,43.13746465,43.13746465,-0.23677007
911,1,MS,42.94035034,42.94035034,-0.23925208
912,1,MS,42.72463675,42.72463675,-0.24199811
913,1,MS,42.46642993,42.46642993,-0.24532656
914,1,MS,42.15862121,42.15862121,-0.24935427
915,1,MS,41.91366273,41.91366273,-0.25260678
916,1,MS,41.70150960,41.70150960,-0.25545797
917,1,MS,41.53804935,41.53804935,-0.25767670
918,1,MS,41.45077899,41.45077899,-0.25886914
919,1,MS,41.39726847,41.39726847,-0.25960302
920,1,MS,41.36427496,41.36427496,-0.26005656
921,1,MS,41.34184807,41.34184807,-0.26036529
922,1,MS,41.31944023,41.31944023,-0.26067413
923,1,MS,41.29705391,41.29705391,-0.26098304
924,1,MS,41.27468847,41.27468847,-0.26129203
925,1,MS,41.25233949,41.25233949,-0.26160115
926,1,MS,41.23000914,41.23000914,-0.26191038
927,1,MS,41.20769770,41.20769770,-0.26221972
928,1,MS,41.18540667,41.18540667,-0.26252913
929,1,MS,41.16313384,41.16313384,-0.26283866
930,1,MS,41.14087926,41.14087926,-0.26314830
931,1,MS,41.11769932,41.11769932,-0.26347120
932,1,MS,41.05324804,41.05324804,-0.26437111
933,1,MS,40.96820328,40.96820328,-0.26556326
934,1,MS,40.81405543,40.81405543,-0.26773781
935,1,MS,40.61605921,40.61605921,-0.27055708
936,1,MS,40.40015657,40.40015657,-0.27366515
937,1,MS,40.14536277,40.14536277,-0.27737906
938,1,MS,39.84165058,39.84165058,-0.28187191
939,1,MS,39.60108942,39.60108942,-0.28548215
940,1,MS,39.39198300,39.39198300,-0.28865787
941,1,MS,39.23078722,39.23078722,-0.29113007
942,1,MS,39.14500224,39.14500224,-0.29245434
943,1,MS,39.09243060,39.09243060,-0.29326886
944,1,MS,39.06006059,39.06006059,-0.29377152
945,1,MS,39.03805517,39.03805517,-0.29411373
946,1,MS,39.01606841,39.01606841,-0.29445604
947,1,MS,38.99410591,38.99410591,-0.29479837
948,1,MS,38.97216267,38.97216267,-0.29514080
949,1,MS,38.95023540,38.95023540,-0.29548338
950,1,MS,38.92832943,38.92832943,-0.29582602
951,1,MS,38.90644168,38.90644168,-0.29616877
952,1,MS,38.88457296,38.88457296,-0.29651162
953,1,MS,38.86271861,38.86271861,-0.29685464
954,1,MS,38.84088257,38.84088257,-0.29719778
955,1,MS,38.81814691,38.81814691,-0.29755546
956,1,MS,38.75505798,38.75505798,-0.29855027
957,1,MS,38.67214779,38.67214779,-0.29986268
958,1,MS,38.52189777,38.52189777,-0.30225576
959,1,MS,38.32953803,38.32953803,-0.30534743
960,1,MS,38.12017146,38.12017146,-0.30874838
961,1,MS,37.87324138,37.87324138,-0.31280824
962,1,MS,37.57967819,37.57967819,-0.31770433
963,1,MS,37.34765164,37.34765164,-0.32162826
964,1,MS,37.14564318,37.14564318,-0.32508398
965,1,MS,36.99006057,36.99006057,-0.32777079
966,1,MS,36.90718442,36.90718442,-0.32921106
967,1,MS,36.85597339,36.85597339,-0.33010420
968,1,MS,36.82422467,36.82422467,-0.33065913
969,1,MS,36.80262817,36.80262817,-0.33103714
970,1,MS,36.78105113,36.78105113,-0.33141524
971,1,MS,36.75949581,36.75949581,-0.33179339
972,1,MS,36.73795396,36.73795396,-0.33217174
973,1,MS,36.71643231,36.71643231,-0.33255016
974,1,MS,36.69491523,36.69491523,-0.33292893
975,1,MS,36.67339961,36.67339961,-0.33330811
976,1,MS,36.65188013,36.65188013,-0.33368779
977,1,MS,36.63036248,36.63036248,-0.33406787
978,1,MS,36.60884814,36.60884814,-0.33444833
979,1,MS,36.58643295,36.58643295,-0.33484517
980,1,MS,36.52434516,36.52434516,-0.33594685
981,1,MS,36.44287919,36.44287919,-0.33739788
982,1,MS,36.29238264,36.29238264,-0.34009494
983,1,MS,36.10153027,36.10153027,-0.34354626
984,1,MS,35.89374784,35.89374784,-0.34734356
985,1,MS,35.65117616,35.65117616,-0.35182979
986,1,MS,35.36336738,35.36336738,-0.35722787
987,1,MS,35.13693743,35.13693743,-0.36153289
988,1,MS,34.93914714,34.93914714,-0.36533583
989,1,MS,34.78654292,34.78654292,-0.36829729
990,1,MS,34.70455622,34.70455622,-0.36989823
991,1,MS,34.65337448,34.65337448,-0.37090118
992,1,MS,34.62100399,34.62100399,-0.37153691
993,1,MS,34.59896912,34.59896912,-0.37197027
994,1,MS,34.57692949,34.57692949,-0.37240424
995,1,MS,34.55489488,34.55489488,-0.37283862
996,1,MS,34.53286558,34.53286558,-0.37327340
997,1,MS,34.51083577,34.51083577,-0.37370869
998,1,MS,34.48880641,34.48880641,-0.37414448
999,1,MS,34.46677867,34.46677867,-0.37458075
1000,1,MS,34.44475445,34.44475445,-0.37501746
1001,1,MS,34.42272466,34.42272466,-0.37545479
1002,1,MS,34.40069332,34.40069332,-0.37589266
1003,1,MS,34.37778307,34.37778307,-0.37634854
1004,1,MS,34.31553064,34.31553064,-0.37759006
1005,1,MS,34.23436574,34.23436574,-0.37921491
1006,1,MS,34.08799697,34.08799697,-0.38216278
1007,1,MS,33.90240305,33.90240305,-0.38593362
1008,1,MS,33.70119899,33.70119899,-0.39006367
1009,1,MS,33.46433912,33.46433912,-0.39498229
1010,1,MS,33.18363457,33.18363457,-0.40089175
1011,1,MS,32.96357510,32.96357510,-0.40558626
1012,1,MS,32.77096367,32.77096367,-0.40974031
1013,1,MS,32.62262225,32.62262225,-0.41296857
1014,1,MS,32.54291155,32.54291155,-0.41471376
1015,1,MS,32.49258531,32.49258531,-0.41581940
1016,1,MS,32.46018718,32.46018718,-0.41653273
1017,1,MS,32.43815632,32.43815632,-0.41701849
1018,1,MS,32.41611889,32.41611889,-0.41750497
1019,1,MS,32.39408816,32.39408816,-0.41799186
1020,1,MS,32.37205978,32.37205978,-0.41847928
1021,1,MS,32.35003077,32.35003077,-0.41896727
1022,1,MS,32.32803773,32.32803773,-0.41945503
1023,1,MS,32.30609957,32.30609957,-0.41994215
1024,1,MS,32.28417271,32.28417271,-0.42042957
1025,1,MS,32.26225144,32.26225144,-0.42091744
1026,1,MS,32.24032947,32.24032947,-0.42140589
1027,1,MS,32.21755619,32.21755619,-0.42191391
1028,1,MS,32.15645586,32.15645586,-0.42327995
1029,1,MS,32.07703212,32.07703212,-0.42506226
1030,1,MS,31.93316941,31.93316941,-0.42830974
1031,1,MS,31.75066592,31.75066592,-0.43246520
1032,1,MS,31.55296425,31.55296425,-0.43701223
1033,1,MS,31.32015777,31.32015777,-0.44242797
1034,1,MS,31.04440230,31.04440230,-0.44892973
1035,1,MS,30.82993834,30.82993834,-0.45405233
1036,1,MS,30.64228027,30.64228027,-0.45858259
1037,1,MS,30.49853664,30.49853664,-0.46208326
1038,1,MS,30.42142877,30.42142877,-0.46397211
1039,1,MS,30.37232283,30.37232283,-0.46517904
1040,1,MS,30.34011162,30.34011162,-0.46597243
1041,1,MS,30.31818591,30.31818591,-0.46651326
1042,1,MS,30.29625962,30.29625962,-0.46705473
1043,1,MS,30.27433783,30.27433783,-0.46759671
1044,1,MS,30.25241486,30.25241486,-0.46813936
1045,1,MS,30.23048852,30.23048852,-0.46868272
1046,1,MS,30.20856561,30.20856561,-0.46922662
1047,1,MS,30.18664492,30.18664492,-0.46977110
1048,1,MS,30.16472760,30.16472760,-0.47031612
1049,1,MS,30.14281615,30.14281615,-0.47086164
1050,1,MS,30.12090647,30.12090647,-0.47140774
1051,1,MS,30.09819011,30.09819011,-0.47197462
1052,1,MS,30.03824944,30.03824944,-0.47347368
1053,1,MS,29.96078987,29.96078987,-0.47541794
1054,1,MS,29.82040209,29.82040209,-0.47896208
1055,1,MS,29.64287936,29.64287936,-0.48348156
1056,1,MS,29.45092987,29.45092987,-0.48841632
1057,1,MS,29.22469967,29.22469967,-0.49429709
1058,1,MS,28.95728240,28.95728240,-0.50133989
1059,1,MS,28.74925114,28.74925114,-0.50688801
1060,1,MS,28.56808386,28.56808386,-0.51176966
1061,1,MS,28.42928546,28.42928546,-0.51554144
1062,1,MS,28.35478502,28.35478502,-0.51757741
1063,1,MS,28.30687181,28.30687181,-0.51889104
1064,1,MS,28.27482702,28.27482702,-0.51977147
1065,1,MS,28.25303681,28.25303681,-0.52037101
1066,1,MS,28.23124596,28.23124596,-0.52097125
1067,1,MS,28.20947158,28.20947158,-0.52157174
1068,1,MS,28.18771391,28.18771391,-0.52217245
1069,1,MS,28.16597096,28.16597096,-0.52277345
